ticker,name,sector,cap_tier,avg_volume,exchange
SYY,Sysco Corporation,Consumer Defensive,Large-Cap,4212475,NYQ
RVMD,"Revolution Medicines, Inc.",Healthcare,Large-Cap,3518159,NMS
JBS,JBS N.V.,Consumer Defensive,Large-Cap,7115664,NYQ
JBL,Jabil Inc.,Technology,Large-Cap,1324435,NYQ
NTRA,"Natera, Inc.",Healthcare,Large-Cap,1569696,NMS
CCL,Carnival Corporation Ltd.,Consumer Cyclical,Large-Cap,27331679,NYQ
TEVA,Teva Pharmaceutical Industries ,Healthcare,Large-Cap,6192353,NYQ
PYPL,"PayPal Holdings, Inc.",Financial Services,Large-Cap,15400812,NMS
TKO,"TKO Group Holdings, Inc.",Communication Services,Large-Cap,1483437,NYQ
PRU,"Prudential Financial, Inc.",Financial Services,Large-Cap,2084295,NYQ
VMC,Vulcan Materials Company (Holdi,Basic Materials,Large-Cap,1136906,NYQ
RDDT,"Reddit, Inc.",Communication Services,Large-Cap,4908200,NYQ
WEC,"WEC Energy Group, Inc.",Utilities,Large-Cap,2054777,NYQ
A,"Agilent Technologies, Inc.",Healthcare,Large-Cap,2303133,NYQ
ARES,Ares Management Corporation,Financial Services,Large-Cap,2932445,NYQ
KVUE,Kenvue Inc.,Consumer Defensive,Large-Cap,20080003,NYQ
WAT,Waters Corporation,Healthcare,Large-Cap,1035338,NYQ
TRI,Thomson Reuters Corp,Industrials,Large-Cap,1996529,NMS
KMB,Kimberly-Clark Corporation,Consumer Defensive,Large-Cap,4808356,NMS
ON,ON Semiconductor Corporation,Technology,Large-Cap,12912954,NMS
ADM,Archer-Daniels-Midland Company,Consumer Defensive,Large-Cap,3681406,NYQ
HIG,"The Hartford Insurance Group, I",Financial Services,Large-Cap,1690770,NYQ
HBAN,Huntington Bancshares Incorpora,Financial Services,Large-Cap,21850524,NMS
PAYX,"Paychex, Inc.",Technology,Large-Cap,3423814,NMS
BBD,Banco Bradesco Sa,Financial Services,Large-Cap,32487070,NYQ
PCG,Pacific Gas & Electric Co.,Utilities,Large-Cap,20268245,NYQ
IRM,Iron Mountain Incorporated (Del,Real Estate,Large-Cap,1581546,NYQ
HSY,The Hershey Company,Consumer Defensive,Large-Cap,2094691,NYQ
ERIC,Ericsson,Technology,Large-Cap,10429835,NMS
ROP,"Roper Technologies, Inc.",Technology,Large-Cap,1201646,NMS
JD,"JD.com, Inc.",Consumer Cyclical,Large-Cap,9552330,NMS
MTB,M&T Bank Corporation,Financial Services,Large-Cap,1053712,NYQ
HMC,"Honda Motor Company, Ltd.",Consumer Cyclical,Large-Cap,2042162,NYQ
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Large-Cap,550350,NYQ
PUK,Prudential Public Limited Compa,Financial Services,Large-Cap,1064495,NYQ
ACGL,Arch Capital Group Ltd.,Financial Services,Large-Cap,2355495,NMS
KR,Kroger Company (The),Consumer Defensive,Large-Cap,6755664,NYQ
IQV,"IQVIA Holdings, Inc.",Healthcare,Large-Cap,1693046,NYQ
CNC,Centene Corporation,Healthcare,Large-Cap,5896100,NYQ
MSTR,Strategy Inc,Technology,Large-Cap,21160370,NMS
CCI,Crown Castle Inc.,Real Estate,Large-Cap,3827319,NYQ
ASTS,"AST SpaceMobile, Inc.",Technology,Large-Cap,22742622,NMS
RYAAY,Ryanair Holdings plc,Industrials,Large-Cap,1353017,NMS
EQT,EQT Corporation,Energy,Large-Cap,7330120,NYQ
QSR,Restaurant Brands International,Consumer Cyclical,Large-Cap,3355256,NYQ
CPNG,"Coupang, Inc.",Consumer Cyclical,Large-Cap,23430835,NYQ
ALC,Alcon Inc.,Healthcare,Large-Cap,2018651,NYQ
EXR,Extra Space Storage Inc,Real Estate,Large-Cap,1185498,NYQ
NTRS,Northern Trust Corporation,Financial Services,Large-Cap,1116369,NMS
WDAY,"Workday, Inc.",Technology,Large-Cap,5309606,NMS
RPRX,Royalty Pharma plc,Healthcare,Large-Cap,3720675,NMS
Q,"Qnity Electronics, Inc.",Technology,Large-Cap,1933490,NYQ
STLD,"Steel Dynamics, Inc.",Basic Materials,Large-Cap,1209722,NMS
TWLO,Twilio Inc.,Technology,Large-Cap,2755535,NYQ
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Large-Cap,1670400,NMS
IR,Ingersoll Rand Inc.,Industrials,Large-Cap,4033446,NYQ
DTE,DTE Energy Company,Utilities,Large-Cap,1453609,NYQ
AEE,Ameren Corporation,Utilities,Large-Cap,1825764,NYQ
BIIB,Biogen Inc.,Healthcare,Large-Cap,1202988,NMS
MTZ,"MasTec, Inc.",Industrials,Large-Cap,1077216,NYQ
RJF,"Raymond James Financial, Inc.",Financial Services,Large-Cap,1481340,NYQ
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Large-Cap,4487891,NYQ
NTAP,"NetApp, Inc.",Technology,Large-Cap,3034816,NMS
NTR,Nutrien Ltd.,Basic Materials,Large-Cap,2946062,NYQ
ZTS,Zoetis Inc.,Healthcare,Large-Cap,6867290,NYQ
CRS,Carpenter Technology Corporatio,Industrials,Large-Cap,750945,NYQ
CFG,"Citizens Financial Group, Inc.",Financial Services,Large-Cap,4485666,NYQ
GFI,Gold Fields Limited,Basic Materials,Large-Cap,3359888,NYQ
VOD,Vodafone Group Plc,Communication Services,Large-Cap,3882211,NMS
VEEV,Veeva Systems Inc.,Healthcare,Large-Cap,3261091,NYQ
SUNB,"Sunbelt Rentals Holdings, Inc.",Industrials,Large-Cap,3609170,NYQ
EL,"Estee Lauder Companies, Inc. (T",Consumer Defensive,Large-Cap,3814790,NYQ
NRG,"NRG Energy, Inc.",Utilities,Large-Cap,2779464,NYQ
EC,Ecopetrol S.A.,Energy,Large-Cap,3075722,NYQ
KHC,The Kraft Heinz Company,Consumer Defensive,Large-Cap,14320520,NMS
GEHC,GE HealthCare Technologies Inc.,Healthcare,Large-Cap,5121477,NMS
AMRZ,Amrize Ltd,Basic Materials,Large-Cap,2980525,NYQ
DOV,Dover Corporation,Industrials,Large-Cap,978680,NYQ
ECHO,EchoStar Corporation,Communication Services,Large-Cap,8469435,NMS
TSEM,Tower Semiconductor Ltd.,Technology,Large-Cap,2255703,NMS
RMD,ResMed Inc.,Healthcare,Large-Cap,1429424,NYQ
TPR,"Tapestry, Inc.",Consumer Cyclical,Large-Cap,2500032,NYQ
TECK,Teck Resources Ltd,Basic Materials,Large-Cap,3086279,NYQ
CASY,"Caseys General Stores, Inc.",Consumer Cyclical,Large-Cap,670730,NMS
CINF,Cincinnati Financial Corporatio,Financial Services,Large-Cap,757670,NMS
ATO,Atmos Energy Corporation,Utilities,Large-Cap,1341666,NYQ
MDB,"MongoDB, Inc.",Technology,Large-Cap,2098859,NGM
FTS,Fortis Inc.,Utilities,Large-Cap,729387,NYQ
MRNA,"Moderna, Inc.",Healthcare,Large-Cap,7516301,NMS
CNP,"CenterPoint Energy, Inc (Holdin",Utilities,Large-Cap,5596567,NYQ
INIO,INNIO N.V.,Industrials,Large-Cap,5047961,NMS
VICI,VICI Properties Inc.,Real Estate,Large-Cap,8812520,NYQ
EIX,Edison International,Utilities,Large-Cap,2626004,NYQ
AFRM,"Affirm Holdings, Inc.",Financial Services,Large-Cap,5040990,NMS
KGC,Kinross Gold Corporation,Basic Materials,Large-Cap,8268416,NYQ
XYL,Xylem Inc.,Industrials,Large-Cap,2174370,NYQ
ILMN,"Illumina, Inc.",Healthcare,Large-Cap,1806927,NMS
MKSI,MKS Inc.,Technology,Large-Cap,1284119,NMS
HAL,Halliburton Company,Energy,Large-Cap,12491130,NYQ
VG,"Venture Global, Inc.",Energy,Large-Cap,18359548,NYQ
TS,Tenaris S.A.,Energy,Large-Cap,1643422,NYQ
JBHT,"J.B. Hunt Transport Services, I",Industrials,Large-Cap,985124,NMS
PPG,"PPG Industries, Inc.",Basic Materials,Large-Cap,1986075,NYQ
FE,FirstEnergy Corp.,Utilities,Large-Cap,4999179,NYQ
ES,Eversource Energy (D/B/A),Utilities,Large-Cap,2521127,NYQ
SYM,Symbotic Inc.,Industrials,Large-Cap,2106327,NGM
OTIS,Otis Worldwide Corporation,Industrials,Large-Cap,3730530,NYQ
AVB,"AvalonBay Communities, Inc.",Real Estate,Large-Cap,1095464,NYQ
FISV,"Fiserv, Inc.",N/A,Large-Cap,7344845,NMS
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Large-Cap,1207727,NYQ
FTAI,FTAI Aviation Ltd.,Industrials,Large-Cap,1230461,NMS
PPL,PPL Corporation,Utilities,Large-Cap,9355585,NYQ
MTSI,MACOM Technology Solutions Hold,Technology,Large-Cap,1546375,NMS
CPRT,"Copart, Inc.",Industrials,Large-Cap,10435530,NMS
PBA,Pembina Pipeline Corp.,Energy,Large-Cap,1195017,NYQ
DXCM,"DexCom, Inc.",Healthcare,Large-Cap,5659998,NMS
EQR,Equity Residential,Real Estate,Large-Cap,2979009,NYQ
PHG,Koninklijke Philips N.V. NY Reg,Healthcare,Large-Cap,1161035,NYQ
ZM,"Zoom Communications, Inc.",Technology,Large-Cap,4755491,NMS
WRB,W.R. Berkley Corporation,Financial Services,Large-Cap,2145195,NYQ
RF,Regions Financial Corporation,Financial Services,Large-Cap,10675396,NYQ
ATI,ATI Inc.,Industrials,Large-Cap,1820435,NYQ
NMR,Nomura Holdings Inc,Financial Services,Large-Cap,1550467,NYQ
WTW,Willis Towers Watson Public Lim,Financial Services,Large-Cap,765175,NMS
FTI,TechnipFMC plc,Energy,Large-Cap,4824762,NYQ
HUBB,Hubbell Inc,Industrials,Large-Cap,651637,NYQ
NVT,nVent Electric plc,Industrials,Large-Cap,2147098,NYQ
TCOM,Trip.com Group Limited,Consumer Cyclical,Large-Cap,3170572,NMS
SYF,Synchrony Financial,Financial Services,Large-Cap,3756388,NYQ
WST,"West Pharmaceutical Services, I",Healthcare,Large-Cap,850077,NYQ
P,"Everpure, Inc.",Technology,Large-Cap,3380291,NYQ
AWK,"American Water Works Company, I",Utilities,Large-Cap,2116003,NYQ
DG,Dollar General Corporation,Consumer Defensive,Large-Cap,3501370,NYQ
PHM,"PulteGroup, Inc.",Consumer Cyclical,Large-Cap,1884146,NYQ
ROIV,Roivant Sciences Ltd.,Healthcare,Large-Cap,5884741,NMS
ENTG,"Entegris, Inc.",Technology,Large-Cap,3258374,NMS
KEY,KeyCorp,Financial Services,Large-Cap,12135966,NYQ
WWD,"Woodward, Inc.",Industrials,Large-Cap,829175,NMS
FSLR,"First Solar, Inc.",Technology,Large-Cap,2504970,NMS
TROW,"T. Rowe Price Group, Inc.",Financial Services,Large-Cap,2151572,NMS
LUV,Southwest Airlines Company,Industrials,Large-Cap,6951212,NYQ
OKTA,"Okta, Inc.",Technology,Large-Cap,4064232,NMS
XPO,"XPO, Inc.",Industrials,Large-Cap,1547250,NYQ
SW,Smurfit WestRock plc,Consumer Cyclical,Large-Cap,5400959,NYQ
VRSK,"Verisk Analytics, Inc.",Industrials,Large-Cap,2433972,NMS
FFIV,"F5, Inc.",Technology,Large-Cap,724264,NMS
DGX,Quest Diagnostics Incorporated,Healthcare,Large-Cap,919845,NYQ
STRL,"Sterling Infrastructure, Inc.",Industrials,Large-Cap,724154,NMS
BNTX,BioNTech SE,Healthcare,Large-Cap,960551,NMS
RL,Ralph Lauren Corporation,Consumer Cyclical,Large-Cap,683783,NYQ
ZS,"Zscaler, Inc.",Technology,Large-Cap,4655514,NMS
SOFI,"SoFi Technologies, Inc.",Financial Services,Large-Cap,72080008,NMS
PFG,Principal Financial Group Inc,Financial Services,Large-Cap,1327037,NMS
CMS,CMS Energy Corporation,Utilities,Large-Cap,3160996,NYQ
L,Loews Corporation,Financial Services,Large-Cap,838091,NYQ
STZ,"Constellation Brands, Inc.",Consumer Defensive,Large-Cap,2248445,NYQ
LPLA,LPL Financial Holdings Inc.,Financial Services,Large-Cap,1013793,NMS
AXIA,AXIA Energia,Utilities,Large-Cap,2318541,NYQ
VRSN,"VeriSign, Inc.",Technology,Large-Cap,868870,NMS
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Large-Cap,3947791,NMS
LH,Labcorp Holdings Inc.,Healthcare,Large-Cap,655370,NYQ
UTHR,United Therapeutics Corporation,Healthcare,Large-Cap,501159,NMS
FDXF,"FedEx Freight Holding Company, ",Industrials,Large-Cap,2428811,NYQ
INSM,Insmed Incorporated,Healthcare,Large-Cap,3726712,NMS
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Large-Cap,1243538,NYQ
RIVN,"Rivian Automotive, Inc.",Consumer Cyclical,Large-Cap,30490659,NMS
CHD,"Church & Dwight Company, Inc.",Consumer Defensive,Large-Cap,2037062,NYQ
BRO,"Brown & Brown, Inc.",Financial Services,Large-Cap,3148972,NYQ
INCY,Incyte Corporation,Healthcare,Large-Cap,1686175,NMS
FOXA,Fox Corporation,Communication Services,Large-Cap,5235459,NMS
GH,"Guardant Health, Inc.",Healthcare,Large-Cap,2679691,NMS
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Large-Cap,1798472,NMS
AER,AerCap Holdings N.V.,Industrials,Large-Cap,1320946,NYQ
NI,NiSource Inc,Utilities,Large-Cap,4637243,NYQ
USFD,US Foods Holding Corp.,Consumer Defensive,Large-Cap,2661032,NYQ
CPAY,"Corpay, Inc.",Technology,Large-Cap,624322,NYQ
VLTO,Veralto Corp,Industrials,Large-Cap,2307766,NYQ
TW,Tradeweb Markets Inc.,Financial Services,Large-Cap,1689380,NMS
BEP,Brookfield Renewable Partners L,Utilities,Large-Cap,846456,NYQ
CHTR,"Charter Communications, Inc.",Communication Services,Large-Cap,3510170,NMS
EXPD,Expeditors International of Was,Industrials,Large-Cap,1183587,NYQ
OMC,Omnicom Group Inc.,Communication Services,Large-Cap,4422414,NYQ
SN,"SharkNinja, Inc.",Consumer Cyclical,Large-Cap,2004948,NYQ
EXE,Expand Energy Corporation,Energy,Large-Cap,3404074,NMS
SQM,Sociedad Quimica y Minera S.A.,Basic Materials,Large-Cap,1239672,NYQ
PKG,Packaging Corporation of Americ,Consumer Cyclical,Large-Cap,744327,NYQ
TEAM,Atlassian Corporation,Technology,Large-Cap,7134666,NMS
FIS,Fidelity National Information S,Technology,Large-Cap,6665993,NYQ
RBA,"RB Global, Inc.",Industrials,Large-Cap,1132738,NYQ
LEN,Lennar Corporation,Consumer Cyclical,Large-Cap,2777930,NYQ
ROKU,"Roku, Inc.",Communication Services,Large-Cap,4359920,NMS
VIV,Telefonica Brasil S.A.,Communication Services,Large-Cap,1085253,NYQ
SNX,TD SYNNEX Corporation,Technology,Large-Cap,856677,NYQ
IFF,International Flavors & Fragran,Basic Materials,Large-Cap,1926690,NYQ
STE,STERIS plc (Ireland),Healthcare,Large-Cap,795827,NYQ
TSN,"Tyson Foods, Inc.",Consumer Defensive,Large-Cap,3191695,NYQ
DKS,Dick's Sporting Goods Inc,Consumer Cyclical,Large-Cap,1188987,NYQ
GPN,Global Payments Inc.,Industrials,Large-Cap,3642543,NYQ
BG,Bunge Limited,Consumer Defensive,Large-Cap,1684295,NYQ
QNT,Quantinuum Inc.,Technology,Large-Cap,5561430,NGM
IP,International Paper Company,Consumer Cyclical,Large-Cap,6678453,NYQ
ROL,"Rollins, Inc.",Consumer Cyclical,Large-Cap,3782283,NYQ
GIS,"General Mills, Inc.",Consumer Defensive,Large-Cap,9988424,NYQ
SBS,Companhia de saneamento Basico ,Utilities,Large-Cap,6660624,NYQ
AMCR,Amcor plc,Consumer Cyclical,Large-Cap,3928450,NYQ
HPQ,HP Inc.,Technology,Large-Cap,19244670,NYQ
LSCC,Lattice Semiconductor Corporati,Technology,Large-Cap,2186759,NMS
AMKR,"Amkor Technology, Inc.",Technology,Large-Cap,5401369,NMS
IOT,Samsara Inc.,Technology,Large-Cap,6287941,NYQ
AS,"Amer Sports, Inc.",Consumer Cyclical,Large-Cap,4182217,NYQ
EVRG,"Evergy, Inc.",Utilities,Large-Cap,1967327,NMS
BURL,"Burlington Stores, Inc.",Consumer Cyclical,Large-Cap,788319,NYQ
ULS,UL Solutions Inc.,Industrials,Large-Cap,864037,NYQ
BCE,"BCE, Inc.",Communication Services,Large-Cap,3541717,NYQ
FN,Fabrinet,Technology,Large-Cap,955858,NYQ
LNT,Alliant Energy Corporation,Utilities,Large-Cap,2400419,NMS
EFX,"Equifax, Inc.",Industrials,Large-Cap,1741801,NYQ
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Large-Cap,785267,NMS
BSBR,Banco Santander Brasil SA,Financial Services,Large-Cap,1205835,NYQ
DOW,Dow Inc.,Basic Materials,Large-Cap,12907506,NYQ
CTSH,Cognizant Technology Solutions ,Technology,Large-Cap,9794840,NMS
IONQ,"IonQ, Inc.",Technology,Large-Cap,32143900,NYQ
SBAC,SBA Communications Corporation,Real Estate,Large-Cap,1100920,NMS
ARXS,"Arxis, Inc.",Industrials,Large-Cap,1620340,NMS
MAIR,Madison Air Solutions Corporati,Industrials,Large-Cap,3072327,NYQ
FTV,Fortive Corporation,Technology,Large-Cap,3166154,NYQ
VTRS,Viatris Inc.,Healthcare,Large-Cap,10993322,NMS
DD,"DuPont de Nemours, Inc.",Basic Materials,Large-Cap,1275203,NYQ
PAAS,Pan American Silver Corp.,Basic Materials,Large-Cap,4922591,NYQ
TTMI,"TTM Technologies, Inc.",Technology,Large-Cap,2611475,NMS
SITM,SiTime Corporation,Technology,Large-Cap,562504,NGM
WIT,Wipro Limited,Technology,Large-Cap,12612193,NYQ
FLUT,Flutter Entertainment plc,Consumer Cyclical,Large-Cap,3024164,NYQ
APG,APi Group Corporation,Industrials,Large-Cap,2984290,NYQ
INVH,Invitation Homes Inc.,Real Estate,Large-Cap,5792114,NYQ
H,Hyatt Hotels Corporation,Consumer Cyclical,Large-Cap,881546,NYQ
EWBC,"East West Bancorp, Inc.",Financial Services,Large-Cap,951129,NMS
SMCI,"Super Micro Computer, Inc.",Technology,Large-Cap,50651474,NMS
WES,"Western Midstream Partners, LP",Energy,Large-Cap,1380856,NYQ
BEN,"Franklin Resources, Inc.",Financial Services,Large-Cap,4845725,NYQ
CDW,CDW Corporation,Technology,Large-Cap,2050179,NMS
PFGC,Performance Food Group Company,Consumer Defensive,Large-Cap,1739911,NYQ
NXT,Nextpower Inc.,Technology,Large-Cap,2728624,NMS
BWXT,"BWX Technologies, Inc.",Industrials,Large-Cap,1022172,NYQ
YPF,YPF Sociedad Anonima,Energy,Large-Cap,1979127,NYQ
ASND,Ascendis Pharma A/S,Healthcare,Large-Cap,782480,NMS
CX,"Cemex, S.A.B. de C.V. Sponsored",Basic Materials,Large-Cap,5058470,NYQ
ONTO,Onto Innovation Inc.,Technology,Large-Cap,1221566,NYQ
RCI,"Rogers Communication, Inc.",Communication Services,Large-Cap,1268529,NYQ
ZTO,ZTO Express (Cayman) Inc.,Industrials,Large-Cap,1623393,NYQ
TLN,Talen Energy Corporation,Utilities,Large-Cap,816301,NMS
MGA,"Magna International, Inc.",Consumer Cyclical,Large-Cap,1420951,NYQ
CDE,"Coeur Mining, Inc.",Basic Materials,Large-Cap,28923885,NYQ
WY,Weyerhaeuser Company,Real Estate,Large-Cap,5333530,NYQ
ITT,ITT Inc.,Industrials,Large-Cap,855546,NYQ
LYB,LyondellBasell Industries NV,Basic Materials,Large-Cap,5854187,NYQ
GMAB,Genmab A/S,Healthcare,Large-Cap,1850796,NMS
KIM,Kimco Realty Corporation (HC),Real Estate,Large-Cap,4952362,NYQ
TSCO,Tractor Supply Company,Consumer Cyclical,Large-Cap,12626941,NMS
RBRK,"Rubrik, Inc.",Technology,Large-Cap,3858579,NYQ
RGLD,"Royal Gold, Inc.",Basic Materials,Large-Cap,750546,NMS
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Large-Cap,1238372,NMS
STLA,Stellantis N.V.,Consumer Cyclical,Large-Cap,19005851,NYQ
KSPI,Joint Stock Company Kaspi.kz - ,Technology,Large-Cap,501287,NMS
MAA,Mid-America Apartment Communiti,Real Estate,Large-Cap,979022,NYQ
LTM,LATAM Airlines Group S.A.,Industrials,Large-Cap,888730,NYQ
IEX,IDEX Corporation,Industrials,Large-Cap,707083,NYQ
TOST,"Toast, Inc.",Technology,Large-Cap,12403175,NYQ
CRCL,"Circle Internet Group, Inc.",Financial Services,Large-Cap,14642925,NYQ
CF,"CF Industries Holdings, Inc.",Basic Materials,Large-Cap,3164119,NYQ
AKAM,"Akamai Technologies, Inc.",Technology,Large-Cap,5433940,NMS
MAS,Masco Corporation,Industrials,Large-Cap,2844462,NYQ
THC,Tenet Healthcare Corporation,Healthcare,Large-Cap,1480682,NYQ
BALL,Ball Corporation,Consumer Cyclical,Large-Cap,2936887,NYQ
TU,Telus Corporation,Communication Services,Large-Cap,5863306,NYQ
BR,"Broadridge Financial Solutions,",Technology,Large-Cap,1529759,NYQ
GPC,Genuine Parts Company,Consumer Cyclical,Large-Cap,1762588,NYQ
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Large-Cap,2389995,NYQ
NLY,Annaly Capital Management Inc.,Real Estate,Large-Cap,6967975,NYQ
SGI,Somnigroup International Inc.,Consumer Cyclical,Large-Cap,3168796,NYQ
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Large-Cap,4073898,NYQ
HST,"Host Hotels & Resorts, Inc.",Real Estate,Large-Cap,8980064,NMS
ALB,Albemarle Corporation,Basic Materials,Large-Cap,2299866,NYQ
BEKE,KE Holdings Inc,Real Estate,Large-Cap,4634359,NYQ
TXT,Textron Inc.,Industrials,Large-Cap,1411077,NYQ
VICR,Vicor Corporation,Technology,Large-Cap,890285,NMS
GNRC,Generac Holdlings Inc.,Industrials,Large-Cap,876164,NYQ
GRAB,Grab Holdings Limited,Technology,Large-Cap,53946951,NMS
LAMR,Lamar Advertising Company,Real Estate,Large-Cap,633851,NMS
WPC,W. P. Carey Inc. REIT,Real Estate,Large-Cap,1456804,NYQ
GEN,Gen Digital Inc.,Technology,Large-Cap,7618514,NMS
PAA,"Plains All American Pipeline, L",Energy,Large-Cap,2821779,NMS
WCC,"WESCO International, Inc.",Industrials,Large-Cap,590719,NYQ
TPG,TPG Inc.,Financial Services,Large-Cap,2647995,NMS
IREN,IREN LIMITED,Financial Services,Large-Cap,45586816,NMS
PR,Permian Resources Corporation,Energy,Large-Cap,11988888,NYQ
SUI,"Sun Communities, Inc.",Real Estate,Large-Cap,987461,NYQ
KEP,Korea Electric Power Corporatio,Utilities,Large-Cap,990453,NYQ
SSNC,"SS&C Technologies Holdings, Inc",Technology,Large-Cap,2477337,NMS
CLH,"Clean Harbors, Inc.",Industrials,Large-Cap,535848,NYQ
RRX,Regal Rexnord Corporation,Industrials,Large-Cap,1127967,NYQ
PNFP,"Pinnacle Financial Partners, In",Financial Services,Large-Cap,1341538,NYQ
CG,The Carlyle Group Inc.,Financial Services,Large-Cap,3542066,NMS
FPS,"Forgent Power Solutions, Inc.",Industrials,Large-Cap,6181575,NYQ
TIGO,Millicom International Cellular,Communication Services,Large-Cap,1757427,NMS
DOCN,"DigitalOcean Holdings, Inc.",Technology,Large-Cap,4157288,NYQ
UDR,"UDR, Inc.",Real Estate,Large-Cap,4408483,NYQ
OHI,"Omega Healthcare Investors, Inc",Real Estate,Large-Cap,2356488,NYQ
DOC,"Healthpeak Properties, Inc.",Real Estate,Large-Cap,8844014,NYQ
JHX,James Hardie Industries plc.,Basic Materials,Large-Cap,7536272,NYQ
JAZZ,Jazz Pharmaceuticals plc,Healthcare,Large-Cap,946754,NMS
REG,Regency Centers Corporation,Real Estate,Large-Cap,1522061,NMS
VNOM,"Viper Energy, Inc.",Energy,Large-Cap,1765837,NMS
ARMK,Aramark,Industrials,Large-Cap,2863987,NYQ
J,Jacobs Solutions Inc.,Industrials,Large-Cap,1261090,NYQ
TOL,"Toll Brothers, Inc.",Consumer Cyclical,Large-Cap,1109261,NYQ
DTM,"DT Midstream, Inc.",Energy,Large-Cap,752162,NYQ
DVA,DaVita Inc.,Healthcare,Large-Cap,847364,NYQ
BBIO,"BridgeBio Pharma, Inc.",Healthcare,Large-Cap,3160062,NMS
OVV,Ovintiv Inc. (DE),Energy,Large-Cap,3571090,NYQ
RTO,Rentokil Initial plc,Industrials,Large-Cap,923190,NYQ
UNM,Unum Group,Financial Services,Large-Cap,1342596,NYQ
PHYS,"""Sprott Physical Gold Trust""",Financial Services,Large-Cap,3435161,ASE
WMG,Warner Music Group Corp.,Communication Services,Large-Cap,2372767,NMS
TRU,TransUnion,Financial Services,Large-Cap,2369329,NYQ
AEIS,"Advanced Energy Industries, Inc",Industrials,Large-Cap,929798,NMS
MKC,"McCormick & Company, Incorporat",Consumer Defensive,Large-Cap,4492680,NYQ
SWK,"Stanley Black & Decker, Inc.",Industrials,Large-Cap,1965096,NYQ
TME,Tencent Music Entertainment Gro,Communication Services,Large-Cap,10356693,NYQ
RPM,RPM International Inc.,Basic Materials,Large-Cap,884803,NYQ
YUMC,"Yum China Holdings, Inc.",Consumer Cyclical,Large-Cap,1560082,NYQ
DY,"Dycom Industries, Inc.",Industrials,Large-Cap,552514,NYQ
ALLY,Ally Financial Inc.,Financial Services,Large-Cap,3355240,NYQ
COO,"The Cooper Companies, Inc.",Healthcare,Large-Cap,2878622,NMS
NWSA,News Corporation,Communication Services,Large-Cap,5051883,NMS
FUTU,Futu Holdings Limited,Financial Services,Large-Cap,3528093,NGM
GL,Globe Life Inc.,Financial Services,Large-Cap,589025,NYQ
AUR,"Aurora Innovation, Inc.",Consumer Cyclical,Large-Cap,29016141,NMS
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Large-Cap,2052067,NYQ
CHKP,Check Point Software Technologi,Technology,Large-Cap,1581590,NMS
AMH,American Homes 4 Rent,Real Estate,Large-Cap,2977796,NYQ
NTNX,"Nutanix, Inc.",Technology,Large-Cap,3965498,NMS
PTC,PTC Inc.,Technology,Large-Cap,1718277,NMS
GIB,CGI Inc.,Technology,Large-Cap,518643,NYQ
SMTC,Semtech Corporation,Technology,Large-Cap,3588874,NMS
BTSG,"BrightSpring Health Services, I",Healthcare,Large-Cap,3088435,NMS
HRL,Hormel Foods Corporation,Consumer Defensive,Large-Cap,5480866,NYQ
CNH,CNH Industrial N.V.,Industrials,Large-Cap,13513958,NYQ
